id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,backyard,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,sqft_living15,sqft_lot15,age,appliance_age,crime
1375,220000,3,1,1230,9720,1,0,0,5,7,1230,0,1969,0,0,98042,1230,9720,46,17.1,179
1376,705000,4,3.25,2740,5339,2.5,0,0,3,9,2740,0,2004,0,0,98103,1770,4820,11,6.2,91
1377,497000,2,1,770,3325,1,0,0,3,7,770,0,1918,0,0,98122,960,4800,97,13,185
1378,1040000,4,3.5,3900,8391,2,1,1,3,10,3900,0,2006,0,0,98033,3820,12268,9,2.5,61
1379,475000,4,2,1790,2250,1,0,1,4,7,840,950,1909,0,0,98103,1440,1545,106,9,110
1380,295000,2,1,750,4500,1,0,0,3,6,750,0,1945,0,0,98122,1540,4000,70,19.1,169
1381,356000,4,2,2020,48693,1.5,0,0,3,7,2020,0,1949,0,0,98045,1610,34900,66,14.3,172
1382,460000,3,1.75,1660,9900,2,0,0,3,8,1660,0,1978,0,0,98033,1720,6600,37,15.4,107
1383,600000,3,3.5,2710,3290,2,0,0,3,8,1650,1060,2006,0,0,98027,2440,3290,9,9.2,122
1384,452000,3,2.5,1690,4000,2,0,0,3,7,1690,0,2004,0,0,98053,1690,4000,11,6.5,109
1385,490000,5,2,2150,4500,1.5,0,0,3,8,2150,0,1938,0,0,98116,1300,4500,77,8.2,130
1386,728935,4,2.5,2980,10194,2,0,0,3,9,2980,0,1993,0,0,98006,2980,10053,22,8.1,86
1387,575000,2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,0,98199,1700,4042,80,8.3,118
1388,249000,3,1,1000,19204,1,0,0,3,7,1000,0,1968,2010,1,98042,2450,25927,47,14.9,136
1389,195000,3,1.5,1190,8726,1,0,0,3,7,1190,0,1956,0,0,98146,1390,8741,59,22.4,242
1390,620047,4,1.75,1760,6000,1,0,0,3,7,880,880,1946,0,0,98119,2040,6000,69,4.8,130
1391,990000,3,2.75,2500,6350,2,0,2,5,9,2370,130,1979,0,0,98122,2090,5454,36,3.3,46
1392,350000,3,3.25,1600,1298,3,0,0,3,8,1600,0,1999,0,0,98117,1600,1348,16,19,194
1393,412500,3,1.75,1660,10716,1,0,0,3,7,1100,560,1988,0,0,98034,1630,7626,27,7.2,117
1394,850000,3,1.75,2450,8603,1,0,2,5,8,1340,1110,1940,0,0,98199,2280,5779,75,7.4,68
1395,340000,3,2.5,1212,1174,3,0,0,3,7,1212,0,2004,0,0,98125,1256,1226,11,12.4,105
1396,972800,5,3.25,3500,10457,2,0,2,3,11,3500,0,2001,0,0,98059,3500,11734,14,2.8,28
1397,115000,2,1,940,6000,1,0,0,3,6,940,0,1943,0,0,98146,1310,6000,72,35.2,212
1398,1209000,4,3.25,4330,26162,2,1,2,3,11,4330,0,1997,0,0,98074,5110,26319,18,1.7,79
1399,226000,3,1,970,5000,1,0,0,3,6,970,0,1968,0,0,98118,1290,5875,47,11,155
1400,549950,4,3.5,3090,10510,1,0,0,3,8,2190,900,1991,0,0,98034,2200,7408,24,11.6,68
1401,1380000,6,4.5,5740,10312,2,1,2,3,11,3610,2130,2000,0,0,98006,4350,11917,15,1,1
1402,320000,4,1.5,1310,137214,1.5,0,0,4,7,1310,0,1926,0,0,98198,1310,9450,89,22.1,223
1403,345000,2,1.75,1820,8409,1,0,0,4,6,910,910,1948,0,0,98155,1300,8409,67,9,224
1404,1225000,4,2.25,3490,6906,2,0,2,4,10,2280,1210,1928,0,1,98199,2540,6223,87,0.4,25
1405,885000,3,2,2590,3750,1.5,1,1,5,7,1790,800,1904,0,0,98109,2440,4000,111,7.6,55
1406,206000,3,1,1320,9239,1,0,0,4,7,1320,0,1968,0,0,98092,1320,8415,47,19.9,231
1407,360000,3,2.75,2030,6840,1,0,0,3,7,1210,820,1979,0,0,98108,1910,6365,36,17.3,172
1408,320000,3,2.5,2280,7417,2,0,0,3,8,2280,0,1998,0,0,98001,2370,6443,17,11.8,112
1409,385000,4,1.75,2080,8215,2,0,0,4,7,2080,0,1948,0,0,98155,1550,8215,67,13.6,199
1410,367500,3,1,1270,8792,1,0,0,5,7,1270,0,1969,0,0,98056,1780,8792,46,8.3,129
1411,319950,2,1,1240,5500,1.5,0,0,3,6,1240,0,1921,0,0,98118,1520,5500,94,11,200
1412,250000,3,2,1680,7900,2,0,0,4,7,1680,0,1953,0,0,98003,1250,15600,62,19.4,216
1413,625000,2,1,1100,4160,1,0,0,3,7,1100,0,1919,0,0,98109,1900,4000,96,3.9,93
1414,550000,3,1.75,1680,4800,1,0,0,4,7,1400,280,1960,0,0,98126,1540,5000,55,11.6,150
1415,995500,5,4.5,4280,8465,2,0,1,3,10,4280,0,2014,0,0,98034,2990,11067,1,4.5,47
1416,175000,3,1,1480,8415,1,0,0,3,7,1080,400,1967,0,0,98188,1780,8512,48,17.4,229
1417,440000,3,1.75,1560,7207,1,0,0,3,7,1250,310,1983,0,0,98034,1540,7485,32,10,118
1418,450000,4,2.25,2120,8267,2,0,0,3,8,2120,0,1996,0,0,98045,2150,7746,19,9.7,160
1419,411500,3,1,1130,8159,1,0,0,4,7,1130,0,1954,0,0,98133,1570,8162,61,15.4,206
1420,575000,3,2,2500,30056,1,0,0,5,8,1840,660,1954,0,0,98166,2500,30000,61,9.3,163
1421,357000,3,1.5,1340,11744,1,0,0,2,7,1340,0,1950,0,0,98146,2020,13673,65,14.1,147
1422,290000,3,2.25,1650,10336,1,0,0,3,7,1500,150,1962,0,0,98133,1420,10260,53,12.4,172
1423,725000,4,2.75,2630,7505,2,0,0,3,8,2630,0,1994,0,0,98052,2670,7506,21,4.3,131
1424,307500,3,1,980,6530,1,0,0,3,7,980,0,1969,0,0,98034,1220,6723,46,12.6,123
1425,1070000,3,3,2940,4622,2,1,1,4,9,2230,710,1988,0,0,98105,1580,4000,27,1.2,44
1426,470000,4,2.75,2310,7350,1,0,0,3,8,1670,640,1989,0,0,98011,2600,6077,26,10.2,83
1427,660000,4,1.75,2780,9900,2,0,0,4,10,2780,0,1978,0,0,98074,2600,12000,37,10.5,100
1428,1010000,3,2.5,2860,5805,2,0,2,3,9,2860,0,1999,0,0,98005,2360,5832,16,5.6,77
1429,391500,3,2.5,1920,9625,2,0,0,3,8,1920,0,1993,0,0,98045,1920,10343,22,9.4,144
1430,295000,2,1.5,988,1080,3,0,0,3,7,988,0,2007,0,0,98125,1128,1080,8,12.3,195
1431,379000,5,2.5,2803,8550,1,0,0,3,8,2803,0,1963,2011,1,98003,1810,8550,52,13.8,164
1432,499431,4,2.75,2620,6019,2,0,0,3,8,2620,0,2013,0,0,98045,2790,6716,2,9,101
1433,315000,3,1.75,2380,10450,1.5,0,0,3,8,2380,0,1966,0,0,98023,2320,8500,49,12.5,124
1434,230000,5,2,1930,6120,1.5,0,0,3,6,1930,0,1941,1969,1,98146,1130,6120,74,14.6,194
1435,360400,3,2.5,1630,11592,2,0,0,3,8,1630,0,1987,0,0,98011,1700,8850,28,8.2,149
1436,420000,3,1.75,1720,8102,1,0,0,5,6,860,860,1940,0,0,98125,1440,8106,75,8.2,206
1437,269950,4,2.5,1960,7230,2,0,0,3,8,1960,0,2002,0,0,98023,1850,7208,13,13.1,181
1438,528000,5,1.75,2140,8580,1,0,0,3,7,1200,940,1962,0,0,98033,1600,9206,53,6.9,75
1439,545000,3,2.5,1990,5149,2,0,0,3,8,1990,0,2003,0,0,98075,2280,4506,12,7.1,107
1440,210000,3,1.5,1400,9600,1,0,0,4,7,1400,0,1964,0,0,98003,2210,15000,51,18.2,190
1441,407000,2,2.5,1700,6635,2,0,0,4,8,1700,0,1976,0,0,98052,1700,6635,39,12.2,111
1442,568000,3,2.5,1740,1308,3,0,0,3,8,1740,0,2008,0,0,98116,1740,1280,7,10.9,105
1443,700000,3,1.75,2010,4905,1,0,0,5,7,1230,780,1912,0,0,98122,2210,1834,103,10.9,97
1444,458500,3,1.75,1250,9605,1,0,0,3,7,1250,0,1964,0,0,98008,1570,9605,51,8.5,139
1445,550000,3,2.5,2260,4165,2,0,0,3,7,2260,0,2005,0,0,98075,2770,4566,10,14.3,132
1446,330000,3,2.5,1676,18778,2,0,0,3,7,1676,0,1997,0,0,98014,1410,18778,18,13.5,178
1447,425000,3,2,1540,8011,1,0,0,3,7,1540,0,1988,0,0,98011,1630,7141,27,15.8,129
1448,367000,3,1,810,7000,1,0,0,3,7,810,0,1968,0,0,98052,1820,7589,47,14.6,191
1449,297300,3,1.75,1980,9220,2,0,0,3,8,1980,0,1987,0,0,98092,2080,8305,28,15.6,124
1450,715000,4,2.5,2780,13521,2,0,0,3,10,2780,0,1987,0,0,98074,2980,11454,28,4.7,93
1451,275000,2,1,910,4191,1,0,0,3,6,910,0,1910,0,0,98117,1480,6050,105,12,202
1452,205000,4,2.5,1767,4500,2,0,0,3,8,1767,0,2006,0,0,98001,1949,4636,9,23.1,143
1453,290000,3,1,1150,8145,1,0,0,4,6,990,160,1932,0,0,98155,1200,8145,83,18.7,247
1454,840000,3,2,2783,11177,2,0,2,3,8,2783,0,1910,1999,1,98126,1730,8018,105,6.7,75
1455,465000,4,2.25,2140,7701,1,0,0,4,7,1470,670,1977,0,0,98034,2130,8050,38,8.1,166
1456,465000,3,2.5,1600,1311,3,0,0,3,8,1600,0,2005,0,0,98117,1390,1321,10,12.9,88
1457,690000,3,3.25,1540,1428,3,0,0,3,9,1540,0,2013,0,0,98103,1660,3300,2,7.3,105
1458,265000,4,1.75,1430,5490,1,0,0,5,6,1430,0,1942,0,0,98056,1030,5900,73,12.2,198
1459,490000,3,1,1420,11040,1,0,0,4,7,1420,0,1961,0,0,98007,1530,8208,54,12.4,81
1460,1525000,4,3.75,5850,35070,2,1,2,4,12,4410,1440,1990,0,1,98006,4830,36200,25,0.4,13
1461,190000,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,0,0,98059,1590,10183,48,16.6,265
1462,645000,3,1.75,1840,4255,1,0,0,3,7,940,900,1907,2005,1,98116,1600,4255,108,8,126
1463,412000,3,1,1000,3844,1,0,0,5,7,900,100,1928,0,0,98133,1000,3920,87,16.5,143
1464,500000,4,3,2570,9104,2,0,1,3,7,2570,0,1930,0,0,98116,1630,4950,85,12.9,126
1465,495200,5,2.25,2710,22120,1,0,0,3,7,1410,1300,1955,0,0,98011,2850,12224,60,5,73
1466,280000,2,1,1010,3000,1,0,0,4,7,1010,0,1925,0,0,98045,1150,7000,90,16.3,217
1467,277950,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,0,0,98023,2091,7547,23,11.1,218
1468,678500,4,3,2620,214750,2,0,0,3,8,2620,0,1992,0,0,98058,2060,212137,23,11.3,73
1469,310000,3,1,1210,9730,1,0,0,4,7,1210,0,1953,0,0,98133,1470,9730,62,13,169
1470,639500,3,1.75,2010,8072,1,0,0,4,8,2010,0,1974,0,0,98052,2030,8055,41,8.9,141
1471,555000,4,2.5,2870,6776,2,0,0,3,8,2870,0,2004,0,0,98065,2770,6658,11,10.6,85
1472,329000,3,1,900,9600,1,0,0,4,7,900,0,1970,0,0,98072,1220,8240,45,12.3,114
1473,575000,4,2.75,2730,35075,1,0,0,3,8,1530,1200,1979,0,0,98072,2310,35000,36,6.1,99
1474,488000,3,2.5,1590,2550,3,0,0,3,7,1590,0,1985,0,0,98117,1260,5100,30,9.4,150
1475,210000,4,2,1520,6174,1.5,0,0,5,6,1520,0,1920,0,0,98022,1390,5407,95,20.1,320
1476,410000,3,2.5,1420,1269,3,0,0,3,7,1420,0,2007,0,0,98103,1420,1300,8,11.8,94
1477,535000,3,2.5,1850,10109,2,0,0,3,8,1850,0,1991,0,0,98034,1780,9660,24,9.3,95
1478,861000,3,2,2520,3959,1,0,2,5,8,1270,1250,1931,0,0,98105,1660,3959,84,4.3,124
1479,510000,4,2.5,2610,8031,2,0,0,3,8,2610,0,1998,0,0,98155,2320,8031,17,7.6,93
1480,525126,5,2.25,1950,8025,1,0,1,3,7,1150,800,1960,0,0,98008,1780,8560,55,8,137
1481,443950,3,1.75,2000,36000,1,0,0,3,6,2000,0,1946,1995,1,98056,2100,9681,69,7.8,102
1482,564000,2,2,1690,4500,1,0,0,3,8,1690,0,2004,0,0,98053,1640,4500,11,5.5,84
1483,368000,3,1.75,1710,10800,1,0,0,4,7,1710,0,1958,0,0,98028,1890,10800,57,12.6,124
1484,284000,3,1,1080,8214,1,0,0,3,7,1080,0,1944,0,0,98133,1850,13560,71,12.3,216
1485,605000,4,2.25,1750,6120,1,0,0,3,7,1150,600,1962,0,0,98115,1350,6120,53,5.8,122
1486,194000,4,2,1760,7700,1,0,0,4,7,1760,0,1962,0,0,98003,1870,7316,53,18.5,270
1487,262000,3,1.75,1320,6530,1,0,0,4,7,1320,0,1989,0,0,98023,1620,6817,26,19.5,150
1488,361600,2,1,760,6380,1,0,0,3,6,760,0,1941,0,0,98115,1590,6380,74,16.2,206
1489,220000,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,0,98198,1400,4560,37,19.1,221
1490,206000,3,1,1060,10350,1,0,0,4,7,1060,0,1980,0,0,98038,1500,9660,35,23.7,153
1491,245000,2,1.75,1840,7230,1,0,0,3,7,1570,270,1938,0,0,98030,1282,6769,77,13.9,283
1492,845000,4,2.5,2940,7675,2,0,1,3,9,2940,0,2004,0,0,98052,3120,6574,11,5,98
1493,535000,1,1,920,5000,1,0,2,4,7,920,0,1906,0,0,98103,1890,5000,109,11.1,177
1494,495000,5,2.75,2630,10165,1,0,0,4,8,1690,940,1976,0,0,98027,2440,10165,39,6.7,108
1495,250000,2,1.75,1350,4023,1,0,0,3,7,1350,0,2005,0,0,98038,1370,3570,10,11.3,164
1496,540000,4,1.75,1840,4280,1,0,0,4,7,920,920,1918,0,0,98105,1660,4280,97,10.3,97
1497,152500,3,1,1090,3523,1,0,0,4,6,1090,0,1969,0,0,98092,1030,3200,46,21.5,150
1498,347950,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,1962,0,0,98059,1810,14550,53,20.8,180
1499,750000,3,2,1760,5488,1.5,0,0,3,7,1540,220,1927,0,0,98119,1760,5943,88,7.6,97
1500,400000,4,2.5,2398,5988,2,0,0,3,8,2398,0,2008,0,0,98055,2370,5988,7,7.4,153
1501,150000,3,1,1320,8220,1,0,0,3,7,1320,0,1959,0,0,98198,1320,7920,56,18.6,263
1502,720000,3,2.5,2100,2200,2,0,0,4,7,1500,600,1919,0,0,98122,1750,4400,96,10.8,119
1503,86500,3,1,840,9480,1,0,0,3,6,840,0,1960,0,0,98023,840,9420,55,37.4,358
1504,450000,3,1,1450,3350,1.5,0,0,4,7,1450,0,1919,0,0,98126,1340,4255,96,10.3,160
1505,540000,3,2.5,1950,13227,2,0,0,4,9,1950,0,1978,0,0,98034,2650,12943,37,12,85
1506,437000,3,2.75,2580,5200,2,0,0,3,8,2580,0,2008,0,0,98059,2700,5602,7,6.4,97
1507,252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,0,0,98031,1870,7820,38,21.8,213
1508,495000,4,2.5,3390,7870,2,0,0,3,8,3390,0,2014,0,0,98188,1960,10069,1,6.3,158
1509,430000,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1954,0,0,98006,1570,9858,61,12.3,175
1510,187250,2,1,710,14700,1,0,0,5,6,710,0,1926,0,0,98168,1320,14700,89,13.3,152
1511,312000,3,2,2440,13250,1,0,0,4,8,1440,1000,1977,0,0,98030,2400,10650,38,12.7,239
1512,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,0,98053,1640,6009,10,6.6,150
1513,630000,5,3.5,4060,8309,2,0,0,3,9,2960,1100,2001,0,0,98028,1730,11711,14,7.7,77
1514,550500,2,1.5,930,7400,1,0,1,4,7,830,100,1909,0,0,98116,1920,4152,106,9.9,113
1515,775000,4,2.5,2040,5000,1.5,0,0,5,7,1180,860,1924,0,0,98117,1540,5000,91,10.3,72
1516,813000,3,1.75,2080,11866,1,0,2,3,8,2080,0,1960,0,0,98005,2240,10696,55,7,65
1517,939000,4,2.75,3270,12880,2,1,1,3,9,3270,0,2014,0,1,98033,2420,7505,1,6.2,42
1518,258750,4,2,2300,8400,1,0,0,4,6,1150,1150,1962,0,0,98003,1230,8400,53,17.6,199
1519,529500,3,2.25,1410,905,3,0,0,3,9,1410,0,2014,0,0,98116,1510,1352,1,9.8,121
1520,734000,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,0,0,98103,1140,3840,105,7.7,74
1521,234900,3,1,1250,8000,1,0,0,3,7,1250,0,1956,0,0,98146,1040,6973,59,12,214
1522,330000,4,1,1100,5000,1.5,0,0,5,6,1100,0,1904,0,0,98055,1560,4838,111,8.4,170
1523,379000,2,1,800,6380,1,0,1,3,7,800,0,1940,0,0,98115,920,5940,75,15.6,116
1524,332900,3,1.5,1190,11996,1,0,0,4,7,1190,0,1969,0,0,98077,1190,9756,46,10.8,179
1525,525000,1,1.5,1030,5923,1,0,0,3,8,1030,0,1940,0,0,98105,2650,5000,75,4.5,198
1526,665000,3,2.25,1590,929,2,0,0,3,9,1060,530,2014,0,0,98122,1510,1193,1,4.3,106
1527,475000,3,1.75,1260,10065,1,0,0,3,7,1260,0,1954,2014,1,98006,1320,10278,61,7.3,110
1528,245000,2,1.75,1220,8382,1,0,0,3,6,1220,0,1942,0,0,98146,1100,8382,73,21.4,206
1529,430000,3,1.75,1540,8100,1,0,0,4,7,940,600,1947,0,0,98133,1840,8100,68,15,152
1530,360000,4,2.5,2640,7388,2,0,0,3,7,2640,0,2003,0,0,98038,2640,6383,12,8.5,163
1531,265000,6,2.5,2000,7650,1.5,0,0,4,7,1790,210,1960,0,0,98032,1710,7650,55,18.7,209
1532,312000,2,1,1160,7500,1.5,0,0,4,7,1160,0,1916,0,0,98014,1110,7500,99,14.2,160
1533,537000,4,2,1720,6413,1,0,0,4,7,860,860,1950,0,0,98116,1280,6413,65,4.7,83
1534,590000,3,1.75,2180,6120,1,0,1,3,8,1380,800,1949,0,0,98199,2020,6122,66,9.5,108
1535,995000,4,3.25,3530,20012,2,1,1,3,11,3530,0,1986,0,0,98052,3850,20707,29,1.9,39
1536,381000,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,0,0,98059,1620,16986,48,9.9,101
1537,400000,2,1,1470,6120,1,0,0,2,7,1470,0,1940,0,0,98115,1840,6120,75,10.6,137
1538,496700,3,2.5,1740,5782,2,0,0,4,8,1740,0,1989,0,0,98029,2080,5782,26,12,137
1539,435500,3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0,0,98029,1560,4490,30,12.3,104
1540,235000,2,1,870,5000,1,0,0,3,6,870,0,1949,0,0,98126,820,5000,66,14.5,132
1541,564000,3,1.75,1980,6250,1,0,1,5,7,1090,890,1910,0,0,98136,1980,6250,105,6.3,92
1542,620000,5,1.75,2000,8713,1,0,1,3,7,1000,1000,1962,0,0,98008,2040,8449,53,8.1,81
1543,250000,3,1.5,2390,23522,1,0,0,2,7,1890,500,1938,1968,1,98059,2430,23958,77,14.8,186
1544,240000,4,1.5,1920,7973,1,0,0,3,8,1920,0,1955,0,0,98178,2020,8840,60,15.3,217
1545,420000,3,1.5,2080,5000,1,0,0,3,7,1300,780,1963,0,0,98118,1860,5000,52,7.9,164
1546,510000,3,1.75,1950,8325,1,0,0,4,7,1950,0,1962,0,0,98011,1950,8325,53,8.4,99
1547,470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,0,98155,2220,11627,17,8.3,143
1548,585000,4,1.75,2500,7000,1,0,0,3,7,1250,1250,1947,0,0,98199,1680,7000,68,9.7,84
1549,335000,3,1,950,8000,1,0,0,3,7,950,0,1968,0,0,98034,2270,8540,47,19,108
1550,654500,4,1,1780,5000,1.5,0,0,3,8,1780,0,1947,0,0,98115,2030,5000,68,7.5,87
1551,299000,3,1.75,2010,8065,1,0,0,4,7,1090,920,1984,0,0,98031,1560,8065,31,19.6,139
1552,638500,4,1.75,1770,12462,1,0,1,4,8,1770,0,1962,0,0,98166,2310,14810,53,8.3,73
1553,415000,3,2.75,1770,3172,2,0,0,3,8,1770,0,2009,0,0,98065,1760,2891,6,7.7,207
1554,267000,3,1.5,1030,8223,1,0,0,4,7,1030,0,1952,0,0,98148,1460,9463,63,20.1,191
1555,260750,3,2,1560,9635,1,0,0,3,7,1260,300,1966,0,0,98003,1570,8276,49,21,250
1556,233000,2,2.25,850,1656,2,0,0,3,8,850,0,2001,0,0,98133,850,1312,14,20.9,240
1557,603000,3,2.25,1700,2800,2,0,0,5,7,1150,550,1926,0,0,98115,1500,3400,89,9.8,132
1558,400000,3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,0,0,98072,1920,9760,47,12.6,101
1559,520000,3,2.25,2510,43995,2,0,0,3,8,2510,0,1981,0,0,98027,2470,48351,34,5.5,124
1560,477000,3,2,1750,4990,1,0,0,3,7,950,800,1916,0,0,98107,1700,5000,99,7.5,96
1561,285000,3,2.5,2437,5136,2,0,0,3,7,2437,0,2011,0,0,98002,2437,4614,4,14.9,167
1562,490000,4,3.5,3200,6420,2,0,0,3,9,3200,0,2006,0,0,98038,3200,6291,9,7.5,90
1563,250000,1,1,660,2600,1,0,0,3,6,660,0,1919,0,0,98144,1560,5445,96,21.5,206
1564,178000,5,1.5,1990,18200,1,0,0,3,7,1990,0,1960,0,0,98178,1860,8658,55,18.5,188
1565,416500,4,2,2280,39848,2,0,0,4,8,2280,0,1991,0,0,98070,1900,38472,24,11.5,162
1566,330000,2,1.5,1440,11954,1,0,0,4,8,1440,0,1978,0,0,98002,1460,9730,37,15.5,171
1567,437400,3,1.75,2150,8925,1,0,0,4,7,2150,0,1960,0,0,98008,1100,7875,55,8,152
1568,385000,3,2,1010,7380,1,0,0,3,7,1010,0,1982,0,0,98074,1650,9030,33,11.6,175
1569,326250,3,1,1060,9663,1,0,0,3,7,1060,0,1967,0,0,98034,1320,10162,48,9.9,154
1570,368000,4,2,2500,36900,1,0,0,3,7,1540,960,1972,0,0,98038,1960,36900,43,19.8,104
1571,550000,3,2.75,2230,14400,1,0,0,4,8,1460,770,1977,0,0,98075,2200,13280,38,7.4,115
1572,738000,4,2.5,2830,5010,2,0,0,3,9,2170,660,2000,0,0,98115,1880,5739,15,2.4,82
1573,358000,2,1.5,960,1808,2,0,0,3,7,960,0,1993,0,0,98122,1290,1668,22,16.2,141
1574,864000,3,2.75,3060,13554,2,1,0,3,10,3060,0,1984,0,0,98006,3060,11455,31,2.7,60
1575,409000,3,2.5,2740,9168,2,0,0,3,9,2740,0,1991,0,0,98042,2690,10554,24,12,189
1576,650000,2,2.5,1740,2500,2,0,1,3,8,1210,530,1994,0,0,98112,1640,2500,21,6.1,97
1577,477000,3,2.5,2100,5060,2,0,0,3,7,2100,0,2006,0,0,98108,1520,2468,9,8.8,118
1578,360000,4,2.5,2610,7333,2,0,0,3,8,2610,0,1988,0,0,98003,2280,9033,27,10.3,102
1579,945000,5,3.5,4380,14925,2,0,2,3,11,4380,0,2003,0,1,98075,4310,14633,12,6,38
1580,279000,6,1.75,2240,11180,2,0,0,4,7,2240,0,1955,0,0,98198,1590,7955,60,13.1,179
1581,525000,3,2.5,2320,9610,1,0,0,3,9,1730,590,1990,0,0,98011,2450,9608,25,9.1,177
1582,589450,4,2.5,3190,7941,2,0,0,3,10,3190,0,2005,0,0,98038,3190,7255,10,6.2,93
1583,337000,3,1.75,1440,11364,1,0,0,3,7,1440,0,1985,0,0,98155,1950,9390,30,12.7,175
1584,234000,4,1,1390,18000,1,0,0,3,7,1390,0,1955,2013,1,98032,1390,18000,60,10.2,200
1585,480000,3,1,1160,8800,1,0,0,4,7,1160,0,1959,0,0,98008,1750,8400,56,7.4,136
1586,870000,4,1.75,2780,11000,1,1,0,3,9,1560,1220,1964,0,0,98004,2350,11700,51,2.5,62
1587,630000,5,2,1900,5000,1,0,1,3,8,1720,180,1957,0,0,98107,1770,5000,58,5.3,52
1588,549950,4,2.5,3780,6800,2,0,0,3,8,3780,0,2004,0,0,98038,3640,7326,11,7.9,105
1589,265000,3,1.5,1780,10196,1,0,0,4,7,1270,510,1967,0,0,98001,1320,7875,48,12.2,257
1590,610000,3,1,1800,5750,1,0,0,3,7,1040,760,1947,0,0,98117,1320,5625,68,10.4,141
1591,154000,2,1,1040,20524,1,0,2,3,6,1040,0,1949,1989,1,98014,1880,38996,66,21.8,194
1592,310000,2,1,1050,8220,1,0,0,4,6,780,270,1947,0,0,98155,1340,7651,68,16,145
1593,316000,2,1,730,5040,1,0,0,3,6,730,0,1927,0,0,98126,790,5040,88,13.3,153
1594,299000,3,2.5,1650,4725,2,0,0,3,8,1650,0,2011,0,0,98038,2000,4725,4,17.2,147
1595,245000,4,2,1580,8000,1,0,0,3,7,1040,540,1967,0,0,98003,1550,8000,48,15.9,155
1596,324950,4,2.5,2110,4178,2,0,0,3,7,2110,0,2013,0,0,98042,2300,4142,2,17.7,166
1597,499000,3,1.5,1260,3135,1,0,0,4,7,780,480,1944,0,0,98107,1540,3025,71,5.1,127
1598,568000,3,2.5,2320,57063,1,0,0,4,9,1790,530,1979,0,0,98074,3290,7314,36,12,165
1599,193000,3,1.5,1180,7000,1,0,0,4,7,1180,0,1977,0,0,98023,1630,7500,38,23.6,226
1600,565000,3,1,1260,4080,1.5,0,0,4,7,1260,0,1928,0,0,98103,1130,3876,87,5.7,134
1601,502000,6,2.5,2890,8122,1,0,0,3,8,1630,1260,1977,0,0,98008,2730,9915,38,9.2,152
1602,620000,3,1.75,2040,4005,1.5,0,0,4,8,1740,300,1930,0,0,98117,1380,4005,85,12,66
1603,237600,2,1,1370,11584,1,0,0,4,6,1370,0,1950,0,0,98198,1330,8012,65,14.5,217
1604,236000,4,2.25,1830,9485,1,0,0,4,7,1200,630,1989,0,0,98023,1730,10109,26,21,243
1605,400000,3,2,1170,3868,1.5,0,0,4,7,1170,0,1925,0,0,98118,1400,3800,90,18.7,176
1606,680000,3,1.75,2330,9652,1,0,0,4,8,1590,740,1968,0,0,98040,2420,9631,47,3.9,82
1607,305000,3,1.5,1210,5240,1,0,0,4,7,610,600,1983,0,0,98106,1560,5240,32,9.4,168
1608,345000,2,1,1350,4494,1,0,0,3,7,920,430,1949,0,0,98126,1470,5225,66,13.3,226
1609,382000,4,3.5,2530,3000,2,0,0,3,8,1850,680,2014,0,0,98146,1470,6000,1,11.7,204
1610,443500,2,1,940,6804,1,0,0,3,7,940,0,1949,0,0,98177,1150,6930,66,10,136
1611,428040,3,2.5,2150,9266,2,0,0,3,8,2150,0,1988,0,0,98028,2150,12550,27,15.3,142
1612,412000,3,1.5,1320,8000,1,0,0,3,7,1320,0,1957,0,0,98008,1720,8100,58,12,118
1613,445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,0,98146,1320,5390,15,6.7,119
1614,300000,4,2.5,2600,8572,2,0,0,3,8,2600,0,2003,0,0,98001,2170,5288,12,12.2,237
1615,649000,2,1,1280,4840,1,0,0,3,7,1200,80,1908,0,0,98115,1860,5500,107,11.4,79
1616,280000,3,2.5,1970,8426,2,0,0,3,8,1970,0,1992,0,0,98003,1970,9197,23,15.5,173
1617,605000,4,2.25,2510,31584,2,0,0,4,9,2510,0,1979,0,0,98074,2510,39221,36,9.8,139
1618,522250,4,2.5,2340,41600,1,0,0,3,8,1640,700,1977,0,0,98077,2340,34960,38,6.6,91
1619,245000,5,1.5,2000,8100,1.5,0,0,3,6,2000,0,1946,0,0,98168,960,9239,69,23.5,207
1620,414000,2,1,800,5000,1,0,0,3,6,800,0,1938,0,0,98055,1220,5000,77,16.2,79
1621,225000,3,2,1320,5665,1,0,0,3,7,1320,0,1986,0,0,98023,1336,7080,29,22.6,183
